Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2018,12,Female,17,Right-Handed,169,23,160,1,Car,9,0.4,44,Dancing,,,,,,,22,Right foot,83,76,Index finger,June,Summer,No,No,Meat,Soft drink (caffeinated),Mathematics and statistics,7,10,3,Yes - broadband connection,Text messaging,50,60,8,1,16,5,5,4,5,5,6,2,5,3,Some,Undergraduate degree,Rap/Hip hop,Invisibility,Happy,Other,Health
USA,CA,2016,4,Male,8,Right-Handed,120,18,120,1,Car,15,0.427,58,Martial Arts,1000,1000,1000,1000,90,60,18,Same length,70,50,Index finger,November,Summer,Yes,No,No favorite,Water,Mathematics and statistics,9,8,4,Yes - broadband connection,In person,0,0,3,0,1,35,4,2,0,0,1,2,0,3.5,Very little,Graduate degree,Classical,Invisibility,Happy,Other,Health
USA,CA,2012,12,Female,17,Left-Handed,172.7,25.4,135,1,Car,7,0.457,43,Tennis,900,750,750,800,1000,1000,25.4,Same length,70,70,Same length,May,Winter,No,No,Rice/Noodle dishes,Water,Science,8,8,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,30,20,1,10,2,10,0,14,5,5,5,4,1,A lot,Undergraduate degree,Pop,Telepathy,Happy,Religious figure,Religious
USA,CA,2014,12,Male,17,Left-Handed,,26,179,171,Car,20,0.374,38,Running/Jogging,800,400,700,500,1000,1000,26,Same length,860,870,Ring finger,July,Summer,No,No,Pizza/Pasta,Milk,Computers and technology,7,10,4,Yes - broadband connection,Internet chat or instant messaging,3,6,7,1,8,5,4,24,1,1,24,3,0,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Musician or singer,Other
USA,CA,2018,6,Male,11,Right-Handed,99,6,58,1,Car,30,0.365,41,Basketball,471,567,1000,733,310,1000,6,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,11,Female,17,Left-Handed,,,,1,Car,7,0.39,48,Walking/Hiking,900,900,900,500,700,900,,,,,,November,Summer,No,No,Pizza/Pasta,Water,Other,7,9,4,Yes - broadband connection,Text messaging,40,50,9,1,10,1,1,0,2,5,5,2,2,1,A lot,Graduate degree,Pop,Telepathy,Healthy,Relative,"Wildlife, animals"
USA,CA,2016,12,Male,17,Right-Handed,182.8,30.48,180.3,2,Car,30,0.343,42,Basketball,850,900,1000,1000,850,850,30.48,Same length,76.2,72.39,Index finger,May,Fall,No,No,Pizza/Pasta,Water,History,8,9,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,32,40,3,10,3,4,1,3,2,2,1,10,3,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,"Wildlife, animals"
USA,CA,2020,12,Female,15,Right-Handed,5.4,6,6,2,Walk,6,1.475,84,Dancing,100,100,100,100,100,100,6,Same length,5,5,Same length,November,Summer,Yes,No,Seafood,Water,Physical education,8,13,5,Yes - other,Text messaging,20,32,8,3,5,4,3,4,5,4,3,3,4,2,Some,Graduate degree,Country,Super strength,Healthy,Musician or singer,International aid
USA,CA,2012,12,Female,18,Right-Handed,164,86,155,4,Car,15,0.343,42,None,100,80,80,80,100,100,84,Right foot,63,67,Ring finger,May,Fall,No,No,Soups,Water,Science,7,11,5,Yes - dial-up connection,Text messaging,800,792,5,6,4,7,0,4,15,16,16,8,0,2,Very little,Other,Rhythm and blues (R&B),Invisibility,Happy,Relative,Health
USA,CA,2016,9,Male,14,Left-Handed,,,,2,Car,15,0.329,50,Football (American),1000,578,877,1000,519,433,,Same length,,,Ring finger,June,Summer,No,No,Soups,Sports drink,Mathematics and statistics,8,12,4,Yes - broadband connection,In person,0,0,6,2,1,4,3,3,3,0,4,5,0,0,Some,Graduate degree,Rap/Hip hop,Super strength,Healthy,Relative,Health
USA,CA,2010,12,Female,17,Right-Handed,160,24,153,1,Car,20,0.346,35,Dancing,500,500,500,,500,500,23,Right foot,65,75,Ring finger,November,Spring,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,9,9,4,Yes - other,Text messaging,10,10,10,2,7,4,1,0,0,1,2,7,7,4,Some,Graduate degree,Rock and roll,Invisibility,Happy,Friend,Health
USA,CA,2013,12,Female,16,Right-Handed,259.1,2400,16400,2,Car,10,0.468,43,Cycling,701,540,524,717,1000,904,2400,Same length,7100,7200,Ring finger,September,Fall,Yes,Yes,Pizza/Pasta,Tea,History,7,10,6,Yes - broadband connection,In person,5,6,34,4,23,30,7,5,7,10,16,20,24,0,A lot,Graduate degree,Classical,Freeze time,Happy,Teacher,"Wildlife, animals"
USA,CA,2015,6,Female,11,Ambidextrous,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2014,12,Female,17,Right-Handed,157.4,,,1,Car,15,0.352,38,Tennis,990,990,1000,980,1000,1000,,Left foot,,,Index finger,March,Summer,No,No,Meat,Water,English,6,9,4,Yes - broadband connection,Text messaging,200,230,6,1,40,5,15,6,6,40,15,16,0,5,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Health
USA,CA,2015,12,Male,16,Left-Handed,180,26,185,1,Car,15,0.328,36,Skateboarding/Rollerblading,1000,900,700,700,500,500,26,Same length,70,70,Same length,February,Summer,No,No,No favorite,Water,Science,8,8,6,Yes - broadband connection,In person,8,10,35,1,10,15,16,3,4,4,5,8,0,5,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,Health
USA,CA,2018,12,Male,18,Right-Handed,185,27,187,1,Car,7,0.453,33,Other,750,500,100,200,900,900,27,Same length,90,80,Ring finger,December,Winter,No,No,Meat,Water,Geography,7,7,5,Yes - broadband connection,Text messaging,150,200,3,0,1,2,4,5,1,4,5,10,25,9,Very little,Graduate degree,Punk rock,Fly,Happy,Musician or singer,"Wildlife, animals"
USA,CA,2017,11,Female,16,Left-Handed,155,22.2,142,2,Car,30,0.491,78,Baseball/Softball,251,337,615,283,0,0,26,Same length,70,70,Same length,September,Fall,No,No,No favorite,,History,6,9,6,Yes - broadband connection,Text messaging,0,0,6,2,1,0,0,4,6,2,6,0,0,0.5,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Other,Health
USA,CA,2019,12,Female,18,Right-Handed,163,22,151,2,Walk,5,0.339,50,Dancing,738,802,225,658,1000,1000,22,Same length,62,68,Ring finger,July,Fall,Yes,No,Seafood,Coffee,English,8,10,2,Yes - other,Text messaging,20,25,10,0,25,0,5,0,40,40,20,60,0,15,A lot,Graduate degree,Pop,Telepathy,Happy,Friend,Education/Youth development
USA,CA,2016,12,Female,16,Right-Handed,63,23,60,2,Car,6,0.433,43,Other,900,800,600,200,100,400,22.7,Right foot,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2013,12,Female,17,Right-Handed,167,21,120,2,Car,15,0.357,41,Other,500,700,600,500,900,900,22,Left foot,25,26,Ring finger,May,Spring,No,No,Salads,Water,Languages,7,10,5,Yes - broadband connection,Text messaging,80,100,30,1,30,2,0,0,8,10,20,20,0,0,A lot,Undergraduate degree,Techno/Electronic,Fly,Happy,Actor,Education/Youth development
USA,CA,2020,12,Male,17,Right-Handed,175,28,,1,Car,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,Male,17,Right-Handed,175,26,171,2,Walk,2,1.375,129,Soccer,600,300,1000,1000,524,1000,28,Right foot,100,110,Ring finger,October,Summer,No,No,Meat,Soft drink (caffeinated),Languages,10,10,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",7,0,5,0,5,5,0,10,7,3,2,7,0,3,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2017,12,Female,17,Ambidextrous,172,24.3,160,2,Car,20,0.333,40,Dancing,600,500,600,500,700,800,24.3,Same length,100,100,Same length,May,Fall,No,No,Rice/Noodle dishes,Tea,Art,6,8,3,Yes - broadband connection,Internet chat or instant messaging,12,15,1,1,25,5,3,0,7,2,7,0,0,2,Some,Graduate degree,Pop,Freeze time,Healthy,Musician or singer,Health
USA,CA,2016,7,Female,13,Right-Handed,157,17,154,2,Car,10,0.463,42,None,100,50,100,90,1000,1000,17,Same length,68,67,Index finger,March,Winter,Yes,No,Desserts,Coffee,Art,6,8,2,Yes - other,Internet chat or instant messaging,100,1000,7,1,16,2,1,14,20,20,35,1,0,3,Some,Graduate degree,Punk rock,Telepathy,Rich,Musician or singer,"Arts, culture, sports"
USA,CA,2015,12,Male,17,Right-Handed,75,29,200,1,Bus,30,0.421,48,None,1000,500,1000,600,600,600,29,Right foot,7,8,Ring finger,December,Winter,No,No,Salads,Coffee,History,6,6,4,Yes - broadband connection,Text messaging,200,100,6,7,5,12,0,7,10,15,15,20,16,17,,Some college,Pop,Telepathy,Healthy,Actor,Environment
USA,CA,2015,8,Female,13,Right-Handed,1.68,27.5,67,3,Car,20,0.408,57,Dancing,1000,1000,1000,500,1000,1000,26.5,Right foot,120,75,Ring finger,July,Summer,No,No,Seafood,Water,English,8,11.5,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",30,29,7,1,2,4,1,1,24,7,,,,,,,,,,,
USA,CA,2015,12,Female,17,Right-Handed,155,22,155,3,Car,3,0.533,65,Other,650,350,400,450,320,500,21,Same length,70,70,Same length,May,Spring,Yes,No,Fruit,Water,Languages,8,7,5,Yes - broadband connection,Internet chat or instant messaging,40,45,6,2,15,74,15,0,10,20,20,7,3,40,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Teacher,Health
USA,CA,2018,12,Female,17,Right-Handed,152.4,22,146,2,Walk,15,0.383,44,Running/Jogging,727,701,717,551,123,647,22,Same length,66,60,Index finger,July,Winter,No,No,Poultry,Water,Physical education,6,9,9,Yes - broadband connection,Text messaging,60,60,20,5,4,50,10,0,8,8,40,6,0,0,Some,Graduate degree,Pop,Telepathy,Rich,Other,Health
USA,CA,2014,12,Male,17,Right-Handed,177.8,,,1,Car,15,0.702,43,Football (American),300,300,300,300,300,300,,Same length,,,Same length,November,Winter,No,No,No favorite,Other,History,6,8,4,Yes - broadband connection,Text messaging,300,300,50,1,1,4,20,1,5,5,5,6,0,0,Very little,Graduate degree,Rap/Hip hop,Telepathy,Rich,Musician or singer,Health
USA,CA,2017,12,Female,16,Right-Handed,175,23.4,155.5,2,Car,20,,0.404,Running/Jogging,1000,1000,1000,1000,1000,1000,23.5,Left foot,7.5,7,Index finger,October,Fall,No,No,Pizza/Pasta,Soft drink (caffeinated),Art,8,2,8,Yes - broadband connection,Internet chat or instant messaging,1000,1000,5,0,5,3,0,50,50,50,100,5,0,10,,Undergraduate degree,Other,Fly,Rich,Actor,International aid
USA,CA,2012,10,Female,16,Right-Handed,157,21,148,1,Car,17,3.9,31,Soccer,706,604,529,604,738,727,21,Same length,62,62,Same length,December,Winter,No,No,Desserts,Milk,Mathematics and statistics,8,9,6,Yes - broadband connection,In person,2,3,2,1,22,4,13,0,1.5,0.5,14,2,0,2,A lot,Graduate degree,Pop,Fly,Happy,Relative,Health
USA,CA,2016,12,Female,17,Left-Handed,152.2,63,62,2,Car,20,10,10,Soccer,300,500,100,200,1000,1000,9,Same length,15,15,Same length,December,Winter,No,No,Seafood,Soft drink (caffeinated),Art,6,3,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",60,50,5,2,1,0,1,0,3,2,2,3,0,3,A lot,Some college,Rap/Hip hop,Freeze time,Happy,Actor,"Wildlife, animals"
USA,CA,2017,11,Female,16,Ambidextrous,175.3,28,121,1,Bicycle,25,0.491,34,Bowling,1000,1000,925,925,500,500,28,Same length,85,85,Same length,February,Winter,Yes,No,No favorite,Water,Art,6,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,3,50,10,60,10,30,50,70,40,90,0,0,30,A lot,Graduate degree,Other,Freeze time,Famous,Musician or singer,"Arts, culture, sports"
USA,CA,2015,8,Female,12,Right-Handed,151.1,,,1,Walk,15,0.894,33,Other,1000,1000,1000,950,1000,10007,,,75,75,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,12,Male,16,Right-Handed,171,24,169,2,Car,13,0.28,43,Soccer,198,187,193,583,160,872,24,Same length,79,83,Ring finger,September,Winter,Yes,No,No favorite,Water,Physical education,7,9,5,Yes - broadband connection,In person,5,5,10,1,7,2,3,10,0,1,10,15,1,2,Very little,Graduate degree,Jazz,,Happy,Religious figure,"Arts, culture, sports"
USA,CA,2013,12,Female,17,Right-Handed,165,24,167,1,Car,10,,0.7,Dancing,500,500,500,500,500,600,24,Same length,66,71,Ring finger,March,Summer,No,No,Fruit,Water,Science,5,5,5,Yes - dial-up connection,Text messaging,500,500,6,1,12,12,14,0,5,60,10,5,8,2,A lot,Other,Rock and roll,Telepathy,Happy,Relative,Health
USA,CA,2013,12,Female,17,Right-Handed,155,19,157,1,Car,8,0.452,37,Tennis,1000,800,500,1000,1000,1000,16,Right foot,40,50,Ring finger,November,Fall,No,No,Pizza/Pasta,Water,English,7,12,6,Yes - broadband connection,Text messaging,100,100,20,1,7,15,15,0,4,18,15,15,0,5,A lot,Graduate degree,Pop,Telepathy,Happy,Religious figure,Health
USA,CA,2016,12,Male,17,Right-Handed,185,28,178,1,Car,20,,,Baseball/Softball,600,700,800,800,950,1000,28,Same length,71,73,Ring finger,August,Summer,No,No,Meat,Water,Geography,7,7,4,Yes - broadband connection,Text messaging,100,150,20,5,20,5,20,0,5,10,2,2,0,5,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,"Arts, culture, sports"
USA,CA,2015,8,Female,13,Right-Handed,149.8,23.5,60,1,Car,7,0.57,45,Baseball/Softball,700,500,1000,800,400,700,23.5,Same length,,,Ring finger,November,Summer,No,No,Seafood,Water,Mathematics and statistics,11,9,5,Yes - broadband connection,Text messaging,40,42,30,4,7,9,6,0,0,4,4,0,0,2,A lot,Graduate degree,Other,Telepathy,Healthy,Other,Health
USA,CA,2014,5,Male,10,Right-Handed,139,20,134,1,Car,3,0.86,70,Walking/Hiking,889,999,999,777,355,900,20,Same length,50,60,Ring finger,May,Winter,No,No,Pizza/Pasta,Juice,Science,9,7,4,Yes - broadband connection,Telephone,0,0,7,1,1,100,9,2,0,0,3,2,0,99,Some,Graduate degree,Other,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,CA,2015,12,Female,17,Right-Handed,160,9,,1,Car,30,0.355,48,Dancing,800,800,1000,800,100,100,9,Same length,76.2,60,Index finger,January,Winter,No,No,Pizza/Pasta,Water,Science,7,10,3,Yes - broadband connection,In person,100,100,8,2,2,7,1,2,2,3,10,0,0,4,Some,Graduate degree,Other,Fly,Happy,Relative,Health
USA,CA,2019,12,Female,16,Right-Handed,158,2.3,152,1,Car,8,0.402,53,None,711,706,203,70,1000,1000,2.3,Same length,8,7,Index finger,April,Winter,No,No,Meat,Tea,Mathematics and statistics,9,13,5,Yes - other,E-mail,0,1,0,0,6,0,0,0,2,0.5,10,0,0,7,Some,Some college,Pop,Freeze time,Rich,Teacher,Health
USA,CA,2015,7,Female,12,Right-Handed,153,25,154,1,Car,25,0.743,130,Soccer,80,80,70,60,20,50,25,Left foot,6,6,Same length,August,Summer,No,No,,Water,Mathematics and statistics,7.5,9,5,Yes - other,In person,20,50,30,2,16,40,7,1,7,5,2,1,1,1,A lot,Graduate degree,Other,Telepathy,Happy,Friend,International aid
USA,CA,2019,9,Male,14,Right-Handed,172.7,27,180,2,Car,7,0.36,61,Football (American),1000,500,400,90,0,900,26,Right foot,7,8,Index finger,July,Spring,No,No,Seafood,Water,History,7,12,4,Yes - broadband connection,Text messaging,90,128,6,1,1,1,12,42,4,3,42,0,0,4,Very little,Graduate degree,Rap/Hip hop,Freeze time,Happy,Friend,Education/Youth development
USA,CA,2017,12,Male,17,Right-Handed,180,56,70,1,Bus,60,30,46,Basketball,700,800,900,900,800,1000,60,Right foot,7,9,,,,,,,,,8,11,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",90,100,8,1,1,5,12,14,24,23,24,10,0,1,None,Graduate degree,Rap/Hip hop,Freeze time,Famous,Sports person,Health
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2015,12,Female,16,Right-Handed,154.9,22,144.8,1,Car,20,0.221,42,Other,1000,1000,1000,1000,1000,1000,23,Left foot,65,65,Same length,December,Winter,Yes,No,Pizza/Pasta,Water,History,4,,6,Yes - broadband connection,Cell phone,70,70,5,3,20,0,15,0,3,5,9,0,4,0,A lot,Other,Other,Fly,Happy,Sports person,"Wildlife, animals"
USA,CA,2016,12,Female,17,Right-Handed,170,24,170,1,Bus,20,0.319,34,Skateboarding/Rollerblading,786,733,1000,893,75,86,24,Same length,85,70,Ring finger,July,Summer,No,No,Meat,Water,Other,6,8,3,Yes - broadband connection,Text messaging,28,57,7,1,6,1,10,5,4,2,2,1,0,0,Very little,Undergraduate degree,Techno/Electronic,Telepathy,Happy,Relative,Health
USA,CA,2012,12,Male,17,Ambidextrous,173.7,26,166.4,2,Car,10,0.259,32,Dancing,200,400,800,500,1000,1000,26,Same length,90.2,90.5,Ring finger,July,Spring,Yes,No,Rice/Noodle dishes,Water,Physical education,6,8,4,Yes - broadband connection,Text messaging,500,500,10,0.5,20,5,20,10,10,30,30,2,0,0,A lot,Graduate degree,Techno/Electronic,Invisibility,Happy,Relative,Education/Youth development
USA,CA,2010,12,Male,17,Right-Handed,165,25,165,2,Car,11,3.2,35,Dancing,810,800,790,,1000,1000,25,Same length,75,80,Ring finger,April,Spring,No,No,Meat,Water,Other,7,9,4,Yes - broadband connection,In person,20,20,40,3,14,10,20,8,20,5,20,2,0,7,A lot,Graduate degree,Pop,Freeze time,Happy,Musician or singer,Other
USA,CA,2014,5,Female,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,12,Female,17,Right-Handed,150,21,148,1,Car,10,0.393,32,Soccer,900,600,800,700,1000,1000,21,Same length,76,74,Ring finger,August,Summer,No,No,Pizza/Pasta,Water,English,9,11,3,Yes - broadband connection,Text messaging,50,50,5,1,8,10,1,5,10,7,100,10,10,1,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Rich,Actor,"Wildlife, animals"
USA,CA,2019,12,Female,16,Right-Handed,163,22,150,2,Car,20,0.359,36,Dancing,800,800,800,800,800,800,23,Left foot,56,52,Index finger,August,Fall,Yes,No,Pizza/Pasta,Water,Science,6,10,4,Yes - broadband connection,Internet chat or instant messaging,4,16,5,,,,,,,,,,,,,,,,,,
USA,CA,2012,12,Female,18,Right-Handed,158,23,155,1,Car,15,0.313,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,10,Female,15,Left-Handed,149.8,24,125,2,Car,20,1.043,230,Baseball/Softball,428,358,620,32,70,353,26,Left foot,70,80,Ring finger,June,Summer,Yes,No,Pizza/Pasta,Water,Languages,8,17,2,Yes - other,Internet chat or instant messaging,4,4,8,0,3,4,3,0,6,3,3,5,0,1,A lot,Graduate degree,Classical,Invisibility,Happy,Relative,Health
USA,CA,2017,11,Male,17,Right-Handed,170,24,165,1,Car,5,0.321,42,Basketball,100,100,100,100,1000,1000,24,Same length,81,89,Ring finger,March,Summer,No,No,Meat,Water,Physical education,7,9,5,Yes - broadband connection,In person,2,10,20,0,10,1,0,0,10,1,30,5,12,0,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Sports person,"Arts, culture, sports"
USA,CA,2016,12,Male,17,Ambidextrous,172,27,152,2,Walk,10,0.342,40,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,6,3,6,8,,,,,,,A lot,Less than high school,Country,Freeze time,Happy,Sports person,"Wildlife, animals"
USA,CA,2014,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2012,7,Female,13,Right-Handed,64,25,155,1,Car,12,0.4,45,Other,500,1000,1000,1000,700,500,23,Right foot,80,60,Index finger,December,Winter,Yes,No,Rice/Noodle dishes,Water,Music,8,10,3,Yes - dial-up connection,E-mail,0,2,50,4,8,3,1,0,5,2,10,4,0,2,Some,Graduate degree,Country,Fly,Happy,Musician or singer,"Wildlife, animals"
USA,CA,2011,12,Male,17,Right-Handed,187.9,33,195.7,1,Car,6,0.47,58,Cycling,800,700,400,,500,700,33,Same length,17,18,Ring finger,April,Winter,No,No,Poultry,Water,Physical education,8,9,4,Yes - broadband connection,In person,6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2017,12,Male,17,Right-Handed,173,26,166,1,Bus,20,0.646,51,None,1000,1000,1000,1000,733,733,26,Same length,115,70,Index finger,June,Spring,,No,Seafood,Water,Other,6,8,5,Yes - broadband connection,Internet chat or instant messaging,0,0,0,0,4,5,0,72,70,8,72,0,0,0,Some,Some college,Techno/Electronic,Freeze time,Rich,Politician,Environment
USA,CA,2018,12,Female,16,Ambidextrous,153,22,165,2,Car,21,0.32,40,Walking/Hiking,900,900,900,900,700,950,22,Left foot,68,70,Ring finger,December,Winter,No,No,Pizza/Pasta,Water,History,5,9,3,Yes - other,In person,150,200,25,5,25,5,3,20,28,20,30,1,0,2,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2017,11,Male,15,Right-Handed,183,23,,1,Car,10,0.374,39,Walking/Hiking,401,540,540,465,770,1000,23,Same length,90,75,Index finger,April,Summer,Yes,No,Meat,Water,History,8,8,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,2,1,,1,,,24,1,0,45,0,0,0.5,,,,,,,
USA,CA,2015,11,Female,16,Right-Handed,157.4,,,2,Car,8,0.575,,Baseball/Softball,872,717,1000,524,112,246,23,Left foot,65,69.2,Same length,August,Winter,No,No,Rice/Noodle dishes,Water,English,7,8,6,,Text messaging,50,25,50,,9,90,8,0,80,2,2,2,0,8,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,CA,2014,12,Male,18,Right-Handed,180.3,30,180,1,Car,10,0.726,60,Basketball,450,500,200,200,800,700,28,Right foot,100,90,Same length,August,Winter,No,No,Seafood,Water,Social studies,8,10,4,Yes - broadband connection,Cell phone,10,20,12,1,5,5,2,10,0,10,10,15,0,0,Very little,Undergraduate degree,Rock and roll,Fly,Happy,Musician or singer,Environment
USA,CA,2015,12,Female,15,Right-Handed,163,21,152,1,Car,25,0.331,35,Lacrosse,800,300,550,200,700,770,20,Right foot,64,73,Ring finger,September,Winter,No,Yes,Pizza/Pasta,Water,History,7,5,4,Yes - broadband connection,In person,30,140,1,0,16,2,10,2,18,4,33,9,1,1,A lot,Graduate degree,Other,Freeze time,Healthy,Musician or singer,"Arts, culture, sports"
USA,CA,2018,12,Female,17,Right-Handed,160,20,60,2,Walk,10,,,Dancing,0,1000,1000,0,1000,1000,22,Left foot,70,70,Index finger,December,Fall,Yes,No,Pizza/Pasta,Tea,Other,7,9,5,Yes - broadband connection,Text messaging,5,5,0,1,10,10,0,0,50,50,20,0,0,5,A lot,Graduate degree,Other,Telepathy,Rich,Musician or singer,Health
USA,CA,2012,12,Female,17,Ambidextrous,132,23,,2,Car,10,0.343,45,Baseball/Softball,600,600,800,1000,500,500,23,Same length,70,60,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Science,6,10,3,Yes - broadband connection,Text messaging,150,150,10,5,15,10,20,0,3,1,10,0,0,1,A lot,Graduate degree,Pop,Fly,Happy,Friend,Health
USA,CA,2019,11,Female,17,Ambidextrous,163,23.5,162,4,Car,8,0.332,49,Martial Arts,850,950,850,850,950,950,23,Right foot,43,46,Ring finger,May,Fall,No,No,Meat,Water,Science,8,10,4,Yes - broadband connection,Text messaging,50,50,7,1,21,12,6,15,7,7,42,10,0,7,Some,Graduate degree,Pop,Fly,Happy,Relative,Health
USA,CA,2020,12,Male,17,Left-Handed,177.8,35,160,1,Car,120,0.373,50,Soccer,1000,1000,1000,1000,500,500,35,Same length,120,120,Same length,June,Summer,No,No,No favorite,Water,Science,9,9,5,Yes - broadband connection,Internet chat or instant messaging,10,10,0,5,5,5,0,10,5,5,5,0,0,0,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Business person,Environment
USA,CA,2016,12,Male,17,Right-Handed,181,27,187,2,Bus,50,0.3,33,Football (American),1000,1000,1000,1000,531,626,27,Same length,80,81,Ring finger,December,Winter,No,No,Meat,Water,Mathematics and statistics,7,9,5,Yes - broadband connection,Cell phone,40,60,7,2,7,14,4,3,14,10,40,10,0,15,Some,Graduate degree,Rap/Hip hop,Super strength,Rich,Relative,Health
USA,CA,2019,12,Female,16,Right-Handed,172,25,172,2,Car,10,0.478,42,Other,1000,1000,1000,900,700,750,25,Same length,60,70,Ring finger,August,Winter,No,Yes,Pizza/Pasta,Coffee,History,6,9,3,Yes - broadband connection,Text messaging,25,34,20,1,15,15,2,5,3,1,3,0.5,0,5,Some,Graduate degree,Other,Freeze time,Happy,Relative,Environment
USA,CA,2016,11,Female,17,Right-Handed,160,20.3,160,2,Bus,40,,,Walking/Hiking,,,,,,,20.3,Same length,65,70,Ring finger,February,Fall,Yes,No,Meat,Juice,English,7,6,8,Yes - other,Text messaging,50,70,2,3,4,1,0,0,1,1,2,0,0,0,Some,Graduate degree,Other,Invisibility,Rich,Friend,Health
USA,CA,2018,11,Male,17,Right-Handed,178,26,168,3,Car,15,180,25,Martial Arts,900,900,900,950,1000,1000,26,Same length,115,115,Same length,July,Spring,Yes,No,Meat,Water,Music,5,5,3,Yes - broadband connection,Internet chat or instant messaging,20,25,10,1,20,1,5,0,1,3,70,0,40,3,Some,Graduate degree,Classical,Telepathy,Healthy,Business person,International aid
USA,CA,2020,12,Female,17,Right-Handed,4’11,,,1,Car,35,0.651,65,Swimming,800,700,700,750,900,1000,,,,,,September,Spring,Yes,No,Pizza/Pasta,Water,Art,8,10,4,Yes - broadband connection,Text messaging,19,23,0,3,72+,4,0,2,0,48,96,10,0,7,A lot,Graduate degree,Other,Freeze time,Happy,Friend,Environment
USA,CA,2019,12,Female,17,Right-Handed,164,24,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
